type,epoch,loss,loss_ft,rel_change,lr
train,1,2.5212876661768497,2.3910937955116003,-0.05163784855326275,2.9919137466307274e-05
val,1,2.791213943408086,2.474580330726428,-0.11343939199982879,2.9919137466307274e-05
train,2,2.5432146141792566,2.2282595762987985,-0.12384131332231281,5.991913746630727e-05
val,2,2.781310194577926,2.3851790794959435,-0.14242608244640506,5.991913746630727e-05
train,3,2.523685869180931,2.161620287239712,-0.1434669767591671,8.991913746630726e-05
val,3,2.8059541017581253,2.365458464011168,-0.1569860453066414,8.991913746630726e-05
train,4,2.538036955656067,2.147855067188849,-0.15373373015617042,0.00011991913746630727
val,4,2.8035693566004434,2.343799753066821,-0.1639943746892463,0.00011991913746630727
train,5,2.5364677083460148,2.1316463436399187,-0.1596004409494623,0.00014991913746630726
val,5,2.7912794779508543,2.311361034711202,-0.17193493056881995,0.00014991913746630726
train,6,2.561404217928246,2.1339283767093544,-0.16689120687270875,0.00017991913746630728
val,6,2.7933150071364183,2.2853559316732945,-0.1818481174394508,0.00017991913746630728
train,7,2.539878923295322,2.1026158596306157,-0.17215901894149613,0.00020991913746630725
val,7,2.7920216566477065,2.2813491760156093,-0.18290419754309706,0.00020991913746630725
train,8,2.518165939580398,2.0720160007476807,-0.17717257303029815,0.00023991913746630725
val,8,2.807388736651494,2.2810952816254053,-0.18746725316488372,0.00023991913746630725
train,9,2.554570355826632,2.0954957805232537,-0.17970715672648865,0.00026991913746630725
val,9,2.813534568517636,2.2890873750050864,-0.18640154607692075,0.00026991913746630725
train,10,2.548987877336795,2.0816525956691114,-0.18334150814242384,0.0002999191374663072
val,10,2.8022169149838962,2.2633008315013003,-0.19231776119861618,0.0002999191374663072
train,11,2.526236674534985,2.060649384385492,-0.1843007406403027,0.0002999182043388158
val,11,2.77782120460119,2.2338600892287035,-0.19582294010552875,0.0002999182043388158
train,12,2.5603852914671372,2.086317063984524,-0.18515503469829936,0.00029967203222574607
val,12,2.8020765078373446,2.2507473536026783,-0.19675735216101742,0.00029967203222574607
train,13,2.5596079575726285,2.0770036065674855,-0.18854619887289875,0.0002992617829860455
val,13,2.8296168736922436,2.266302023178492,-0.19907813518891926,0.0002992617829860455
train,14,2.5571252142965313,2.074376785851553,-0.18878560414093093,0.0002986879564452187
val,14,2.8178057426061387,2.261134780370272,-0.19755476888233303,0.0002986879564452187
train,15,2.5669640598271415,2.083171896214755,-0.1884686159746876,0.00029795125172251444
val,15,2.79813411908272,2.2494278993362036,-0.19609718347825025,0.00029795125172251444
train,16,2.5611646323191186,2.0709097285797653,-0.191418738785031,0.00029705256637915664
val,16,2.8042422196803947,2.2395200637670665,-0.2013813756707831,0.00029705256637915664
train,17,2.569492713460382,2.0745324873217355,-0.1926295503956012,0.00029599299532480437
val,17,2.7785263611720157,2.2189401510434275,-0.2013967612286925,0.00029599299532480437
train,18,2.5334488040996046,2.0446670810488676,-0.19293135991530386,0.00029477382948357294
val,18,2.780015936264625,2.2300238823279357,-0.19783773422381437,0.00029477382948357294
train,19,2.5264999082467625,2.040047799159253,-0.1925399274702835,0.00029339655422124173
val,19,2.8135768450223484,2.2467012191430116,-0.201478636306745,0.00029339655422124173
train,20,2.535586371254728,2.045010261458528,-0.1934763947928304,0.00029186284753556494
val,20,2.7817500279499936,2.221497343136714,-0.20140295827592997,0.00029186284753556494
train,21,2.5472112816941705,2.0498926498176595,-0.19524043233105517,0.00029017457801188963
val,21,2.8022107161008396,2.238673081764808,-0.2011046603662164,0.00029017457801188963
train,22,2.538665507360289,2.0414320497178644,-0.19586410899774231,0.0002883338025465725
val,22,2.8197735456319957,2.241414021223019,-0.20510850075350603,0.0002883338025465725
train,23,2.528829382114976,2.033485997076626,-0.195878531205641,0.00028634276384096826
val,23,2.8050945844405737,2.2348685417419825,-0.2032822871148613,0.00028634276384096826
train,24,2.5235421255913706,2.0308121976184075,-0.19525330010391487,0.00028420388766904365
val,24,2.801988931802603,2.2288031792029357,-0.20456388891976088,0.00028420388766904365
train,25,2.5512556457776587,2.049735957721494,-0.19657759068017439,0.0002819197799219456
val,25,2.79453789576506,2.226272699160454,-0.20334853839905875,0.0002819197799219456
train,26,2.5183722384856395,2.023467953314357,-0.19651752731712172,0.0002794932234331241
val,26,2.7548255217381015,2.1998467292541113,-0.20145696636854066,0.0002794932234331241
train,27,2.5338087988028306,2.0336512063712764,-0.19739358102626678,0.00027692717458787844
val,27,2.7907181489161954,2.2251114631310487,-0.20267424211391824,0.00027692717458787844
train,28,2.540162873075336,2.0395142016706442,-0.1970931378894473,0.00027422475972145696
val,28,2.804723770190508,2.226978191962609,-0.2059901885413323,0.00027422475972145696
train,29,2.5345512535372836,2.032180774886653,-0.19820884582606477,0.00027138927131009936
val,29,2.8222021536949353,2.245878265454219,-0.20421070385981072,0.00027138927131009936
train,30,2.552793136825459,2.0486269752291655,-0.19749589354633418,0.0002684241639596613
val,30,2.8044887475478344,2.2426716608878894,-0.2003278091777626,0.0002684241639596613
train,31,2.515391431086147,2.0164179544885847,-0.1983681229215706,0.0002653330501967096
val,31,2.794703349089011,2.2165334041302023,-0.20688061405418032,0.0002653330501967096
train,32,2.5924185585140216,2.080065447365177,-0.19763518104210998,0.00026211969606721483
val,32,2.80864539818886,2.2271732672666893,-0.2070293855169933,0.00026211969606721483
train,33,2.58409809552113,2.07221765595305,-0.19808862537195993,0.0002587880165482045
val,33,2.8181311075504007,2.235517355111929,-0.2067376322121848,0.0002587880165482045
train,34,2.5355170338622965,2.028765407855299,-0.1998612587646766,0.00025534207077796653
val,34,2.7956550488105187,2.2193902669808803,-0.2061287146548444,0.00025534207077796653
train,35,2.5249385168610234,2.0209469907688646,-0.1996054647376981,0.0002517860571106149
val,35,2.8120576326663675,2.237556109061608,-0.204299341852401,0.0002517860571106149
train,36,2.5286499184739557,2.023468203943052,-0.19978317711760654,0.0002481243080010413
val,36,2.810020083036178,2.2239597118817844,-0.2085609190811069,0.0002481243080010413
train,37,2.543722228862526,2.0351618679385943,-0.1999276317018876,0.00024436128472648643
val,37,2.810569472801991,2.233641593884199,-0.20527081237476932,0.00024436128472648643
train,38,2.567306014726747,2.0493337362603037,-0.20175712419758962,0.00024050157195116108
val,38,2.81262822334583,2.2288276507304263,-0.20756407397524068,0.00024050157195116108
train,39,2.5458791622254404,2.0349850734931763,-0.20067491667030815,0.00023654987214053892
val,39,2.7979923364443655,2.2200076335515733,-0.20657122443276024,0.00023654987214053892
train,40,2.5482308125560174,2.036161438795434,-0.20095093868162953,0.00023251099983212636
val,40,2.8087226091287074,2.2229303946861854,-0.20856178981100607,0.00023251099983212636
train,41,2.572224662952989,2.054584561332538,-0.20124218116553821,0.0002283898757696907
val,41,2.823766992642329,2.2288798552293043,-0.21067146792319488,0.0002283898757696907
train,42,2.512766539568528,2.008569654750053,-0.20065409057263706,0.00022419152090809148
val,42,2.810688241934165,2.22346355059208,-0.2089255871857166,0.00022419152090809148
train,43,2.5426731119258705,2.02985342236542,-0.2016852607420034,0.0002199210502960206
val,43,2.8026359998262844,2.2153582328405137,-0.20954478820017008,0.0002199210502960206
train,44,2.533914157001156,2.024028952873621,-0.20122434010589194,0.00021558366684410325
val,44,2.8065075232432437,2.2307240626750846,-0.2051601343661373,0.00021558366684410325
train,45,2.570195027438778,2.052913993195382,-0.2012613940658312,0.00021118465498595293
val,45,2.8046810871515517,2.2217904910063133,-0.2078277629551191,0.00021118465498595293
train,46,2.5620197382256027,2.041840047206519,-0.20303500525696522,0.00020672937423990293
val,46,2.78530525855529,2.2023185674960795,-0.2093080064630331,0.00020672937423990293
train,47,2.5437141746844887,2.0300776537537897,-0.201923834856331,0.00020222325267925896
val,47,2.81024122543824,2.2190730694012766,-0.2103620680978283,0.00020222325267925896
train,48,2.521294963006382,2.0090190888736448,-0.20317966824551992,0.00019767178031902786
val,48,2.827198545138041,2.2334785553125234,-0.21000293412238177,0.00019767178031902786
train,49,2.5261256039303266,2.016124009443422,-0.20189082985161452,0.00019308050242717995
val,49,2.8069269504302587,2.2253941266964645,-0.207177754891218,0.00019308050242717995
train,50,2.5588838755281147,2.0419864130791305,-0.20200114096318825,0.00018845501276859437
val,50,2.801567471944369,2.217135735047169,-0.20860883871256083,0.00018845501276859437
train,51,2.571150749841469,2.051125392759585,-0.20225393517433682,0.00018380094678991797
val,51,2.7751901944478354,2.1969817051520715,-0.20834913962025114,0.00018380094678991797
train,52,2.566074785839194,2.045483062530785,-0.2028747276506822,0.0001791239747536419
val,52,2.8140755402736173,2.2171147694954505,-0.212133882774207,0.0001791239747536419
train,53,2.565946276618464,2.0474836096930695,-0.2020551527714178,0.0001744297948297601
val,53,2.8057752144642367,2.211843573130094,-0.21168183333872453,0.0001744297948297601
train,54,2.549981242241564,2.030965000792655,-0.20353727817725717,0.0001697241261534267
val,54,2.822030544281006,2.231394758591285,-0.2092946112460318,0.0001697241261534267
train,55,2.5443641615685104,2.0286068967731814,-0.2027057575270133,0.0001650127018570712
val,55,2.796658308078081,2.2153216111354337,-0.20786833173844305,0.0001650127018570712
train,56,2.549820392600931,2.031219565322136,-0.2033871988723876,0.0001603012620854595
val,56,2.7754288820120006,2.191111167271932,-0.21053240402848195,0.0001603012620854595
train,57,2.585648857358331,2.061374502683264,-0.2027631683950697,0.0001555955470022115
val,57,2.7934960768773007,2.204020301500956,-0.21101721969672066,0.0001555955470022115
train,58,2.53619797403279,2.0200599695473027,-0.203508562726584,0.00015090128979629644
val,58,2.805035187647893,2.1997278164594603,-0.2157931472139575,0.00015090128979629644
train,59,2.5426651930230646,2.025101180989145,-0.20355177451364315,0.00014622420969702475
val,59,2.7872404288022947,2.1944099022791934,-0.21269443439360794,0.00014622420969702475
train,60,2.5378394512474696,2.0210832980765163,-0.203620505984704,0.0001415700050060484
val,60,2.7999905898020816,2.2048388016529574,-0.21255492440465407,0.0001415700050060484
train,61,2.5193336299166202,2.0091320134880086,-0.20251451033323334,0.00013694434615485818
val,61,2.7774656002338114,2.189953076533782,-0.21152828090852743,0.00013694434615485818
train,62,2.540538484195493,2.0229302667221933,-0.20373956965946521,0.0001323528687962361
val,62,2.816844050700848,2.223134294534341,-0.2107712551636604,0.0001323528687962361
train,63,2.6048633756663278,2.0738252063967146,-0.20386411595724202,0.00012780116693808071
val,63,2.815661830779834,2.224616215779231,-0.20991356580520362,0.00012780116693808071
train,64,2.5769908723805472,2.054373643147656,-0.20280135053412626,0.00012329478612797034
val,64,2.8160735001930823,2.220319463656499,-0.2115548605161534,0.00012329478612797034
train,65,2.561078142284383,2.038236905301035,-0.20414888103218667,0.00011883921669676732
val,65,2.7956381088648086,2.206803572483552,-0.21062616599555428,0.00011883921669676732
train,66,2.55151728317744,2.031135513776075,-0.20394992925673094,0.00011443988706949565
val,66,2.815339372708247,2.2139633099238076,-0.2136069521899021,0.00011443988706949565
train,67,2.543001861585118,2.0237773007781037,-0.20417781388621106,0.00011010215715164152
val,67,2.768312096595764,2.1773964227774205,-0.21345702839827985,0.00011010215715164152
train,68,2.518658101076707,2.0041665394672488,-0.20427209290118295,0.00010583131179893363
val,68,2.800602701994089,2.2000594780995297,-0.2144335658417239,0.00010583131179893363
train,69,2.5674851441961737,2.0436438212818855,-0.20402895966056,0.00010163255437856102
val,69,2.792923710285089,2.198974853906876,-0.2126620409254162,0.00010163255437856102
train,70,2.535425339747632,2.0196362129761525,-0.20343297776728042,9.75110004296715e-05
val,70,2.8178023313864684,2.225020653162247,-0.21037021356020724,9.75110004296715e-05
train,71,2.526683494408497,2.011206155838671,-0.20401341905726134,9.347167143087486e-05
val,71,2.8075403097348337,2.2133641181847987,-0.21163585416380137,9.347167143087486e-05
train,72,2.590809722794998,2.05987512551228,-0.20492998486586628,8.951948868234544e-05
val,72,2.7952424471194925,2.2025561332702637,-0.21203395593108365,8.951948868234544e-05
train,73,2.5608658642781714,2.044390876338167,-0.2016798283519558,8.565926730997509e-05
val,73,2.797474430157588,2.1999740661718907,-0.21358563908376413,8.565926730997509e-05
train,74,2.576098049104696,2.0522711823250086,-0.20334119928460778,8.189571039888454e-05
val,74,2.8127236427404942,2.2207955488791833,-0.21044658809231015,8.189571039888454e-05
train,75,2.518832566603175,2.0045265942570976,-0.2041842634421928,7.823340326343848e-05
val,75,2.8011656327125354,2.2022620959159656,-0.2138051137720892,7.823340326343848e-05
train,76,2.5733573260011697,2.047732888848955,-0.2042562965668669,7.467680786074633e-05
val,76,2.7998346946178336,2.2111241267277646,-0.21026618786521814,7.467680786074633e-05
train,77,2.5984715811325856,2.0643001168243327,-0.2055714090494019,7.12302573544546e-05
val,77,2.805928016320253,2.200193001673772,-0.21587689032766186,7.12302573544546e-05
train,78,2.55701030039723,2.0333016728455164,-0.2048128736401085,6.7897950835455e-05
val,78,2.788318823545407,2.188726266225179,-0.21503730213958563,6.7897950835455e-05
train,79,2.5332193416405238,2.0167584361413096,-0.20387532062847424,6.468394820593829e-05
val,79,2.79096314845941,2.1947439450484056,-0.21362489280451907,6.468394820593829e-05
train,80,2.5808961719194192,2.058894251877407,-0.20225607125210238,6.159216523302948e-05
val,80,2.798801694160853,2.201926154968066,-0.21326110400677892,6.159216523302948e-05
train,81,2.5429720615119624,2.020572680026052,-0.2054286751287822,5.8626368778028355e-05
val,81,2.804663924070505,2.2196184396743774,-0.208597357913397,5.8626368778028355e-05
train,82,2.534348068854237,2.0147462922607793,-0.20502384142852426,5.579017220706944e-05
val,82,2.802876475529793,2.211105099091163,-0.21113002360433114,5.579017220706944e-05
train,83,2.550712975851609,2.0274546005012533,-0.2051420055114806,5.308703098879183e-05
val,83,2.774525455939464,2.192757383371011,-0.20968200934075215,5.308703098879183e-05
train,84,2.5572734203621383,2.0342339415434556,-0.2045301353597984,5.052023848438306e-05
val,84,2.8137624936226087,2.2252894823367777,-0.20914096787472458,5.052023848438306e-05
train,85,2.5832850807760606,2.0564334713866446,-0.20394636786704984,4.809292193512562e-05
val,85,2.7881701481647982,2.1975946701489963,-0.21181471955882056,4.809292193512562e-05
train,86,2.561028037752424,2.036311286157675,-0.20488520385557524,4.580803865233537e-05
val,86,2.8259457441476674,2.2292963541471043,-0.2111326416072147,4.580803865233537e-05
train,87,2.5364520347343302,2.0181459800573696,-0.20434293555692978,4.366837241433311e-05
val,87,2.82196975671328,2.2276030778884888,-0.21062120790303732,4.366837241433311e-05
train,88,2.5600132646586373,2.0376670238464025,-0.20404044308023794,4.167653007483946e-05
val,88,2.8337513238955765,2.2478442772840843,-0.20676021980857584,4.167653007483946e-05
train,89,2.5178135135424426,2.001589913573869,-0.20502852859911447,3.9834938386925387e-05
val,89,2.7870466586871023,2.200365213247446,-0.21050291483674877,3.9834938386925387e-05
train,90,2.5496802082601584,2.0298757331390584,-0.20387045929803183,3.81458410463871e-05
val,90,2.8030491333741407,2.214627764163873,-0.20992188906155973,3.81458410463871e-05
train,91,2.5312017009586016,2.014558076215883,-0.2041100179993789,3.661129595814855e-05
val,91,2.79642623815781,2.193169728303567,-0.21572409156468508,3.661129595814855e-05
train,92,2.53465756412465,2.01539135814677,-0.20486641403854075,3.523317272902124e-05
val,92,2.8019100427627563,2.2097599842609505,-0.21133799781734977,3.523317272902124e-05
train,93,2.546679793021107,2.0260122474634423,-0.20444955309438442,3.4013150389876246e-05
val,93,2.786400379278721,2.1944357645817294,-0.2124477943296238,3.4013150389876246e-05
train,94,2.5897905736599327,2.063596960669258,-0.20317998618979052,3.295271535000374e-05
val,94,2.799785669033344,2.2115542888641357,-0.21009871815377257,3.295271535000374e-05
train,95,2.5403496190865407,2.0197137131523895,-0.20494655618361757,3.205315958615236e-05
val,95,2.806383041235117,2.220215638478597,-0.2088693503858054,3.205315958615236e-05
train,96,2.5344825674581397,2.0167952027282303,-0.20425761509541718,3.131557906845438e-05
val,96,2.7909976916435437,2.1965896563652234,-0.2129733166953246,3.131557906845438e-05
train,97,2.56627869895205,2.0418158647506384,-0.20436706052837447,3.0740872425155075e-05
val,97,2.7851003041634192,2.19556332551516,-0.2116753130100794,3.0740872425155075e-05
train,98,2.5476967761458735,2.0296910917662547,-0.2033231306133895,3.0329739847772514e-05
val,98,2.788087792885609,2.1959434136366234,-0.2123836920630571,3.0329739847772514e-05
train,99,2.552916666889448,2.029307696697204,-0.20510225695311277,3.0082682238022123e-05
val,99,2.8210790890913744,2.228568251316364,-0.21002985703809143,3.0082682238022123e-05
train,100,2.6070624409981495,2.078574153933564,-0.20271408875893543,3.000000059754509e-05
val,100,2.809720748510116,2.2157607842714357,-0.21139466068065085,3.000000059754509e-05
